x1,name,age,photo,nationality,flag,overall,potential,club,club_logo,value,wage,special,acceleration,aggression,agility,balance,ball_control,composure,crossing,curve,dribbling,finishing,free_kick_accuracy,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,heading_accuracy,interceptions,jumping,long_passing,long_shots,marking,penalties,positioning,reactions,short_passing,shot_power,sliding_tackle,sprint_speed,stamina,standing_tackle,strength,vision,volleys,cam,cb,cdm,cf,cm,id,lam,lb,lcb,lcm,ldm,lf,lm,ls,lw,lwb,preferred_positions,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb,st
4297,João Diogo,29,https://cdn.sofifa.org/48/18/players/200796.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€1.8M,€6K,1849,78,69,73,81,69,61,73,63,66,51,40,14,14,15,7,13,52,68,82,55,51,70,41,67,69,63,61,71,76,75,73,59,57,33,64,67,67,64,64,200796,64,70,67,64,67,64,67,61,66,71,RM RB,64,70,67,64,67,64,67,61,66,71,61
4327,Edu Machado,27,https://cdn.sofifa.org/48/18/players/228967.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2M,€6K,1772,70,69,72,75,71,61,63,64,68,34,38,15,14,15,12,13,64,69,72,30,36,69,45,58,75,57,71,75,75,80,71,62,37,33,57,69,64,60,57,228967,57,70,69,57,64,60,61,59,61,70,RB,57,70,69,57,64,60,61,59,61,70,59
4351,Mika,26,https://cdn.sofifa.org/48/18/players/198511.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,74,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,€2.1M,€6K,1065,37,31,32,35,20,31,9,18,19,13,12,73,67,68,70,73,10,22,54,25,19,13,14,12,62,29,17,9,32,39,10,75,32,14,NA,NA,NA,NA,NA,198511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4355,João Teixeira,23,https://cdn.sofifa.org/48/18/players/222832.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,77,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€3.2M,€8K,1887,77,68,74,78,73,74,62,72,74,53,52,15,11,10,7,7,50,60,62,67,68,54,66,65,71,71,66,56,77,77,61,65,69,49,70,61,66,69,69,222832,70,65,61,69,66,69,70,65,69,66,CM LM,70,65,61,69,66,69,70,65,69,66,65
4357,Cláudio Ramos,25,https://cdn.sofifa.org/48/18/players/198513.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,76,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€2.3M,€4K,1058,30,24,27,65,20,31,10,15,15,14,13,71,67,66,73,74,21,17,51,12,16,18,13,10,65,14,19,13,35,41,17,79,23,10,NA,NA,NA,NA,NA,198513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4391,Miguel Silva,22,https://cdn.sofifa.org/48/18/players/231545.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,76,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€2.3M,€5K,987,48,20,21,33,11,37,12,11,8,5,13,74,65,59,67,77,14,7,72,20,6,5,13,8,71,26,21,14,50,27,14,58,28,9,NA,NA,NA,NA,NA,231545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4428,Yannick Djaló,31,https://cdn.sofifa.org/48/18/players/177282.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€2.1M,€7K,1820,86,48,84,79,71,69,65,68,76,66,53,16,16,14,10,12,71,31,83,58,73,29,70,71,66,66,75,28,90,52,29,34,63,67,70,43,48,72,62,177282,70,51,43,62,48,72,70,70,72,54,CAM CF RM,70,51,43,62,48,72,70,70,72,54,70
4459,M. Correia,28,https://cdn.sofifa.org/48/18/players/193679.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,1. FC Kaiserslautern,https://cdn.sofifa.org/24/18/teams/29.png,€1.9M,€10K,1678,63,67,63,58,66,68,63,48,58,38,33,13,7,12,10,11,67,72,75,61,33,71,37,42,67,68,44,71,66,64,72,74,59,25,58,70,68,56,61,193679,58,68,70,61,68,56,60,54,58,67,CB,58,68,70,61,68,56,60,54,58,67,54
4520,Pereirinha,29,https://cdn.sofifa.org/48/18/players/176031.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€1.8M,€6K,1879,79,69,78,79,69,62,68,66,72,59,50,9,13,10,7,6,56,71,74,63,53,67,60,63,67,68,66,70,78,72,69,65,40,43,64,68,67,65,63,176031,64,70,68,63,67,65,67,64,67,70,RB,64,70,68,63,67,65,67,64,67,70,64
4552,Pedro Moreira,28,https://cdn.sofifa.org/48/18/players/199848.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€2.4M,€8K,1880,61,78,57,63,71,67,50,68,66,55,50,14,12,14,11,12,63,72,66,65,66,66,51,64,70,73,72,70,52,83,73,73,67,52,66,70,71,66,70,199848,66,68,70,70,71,66,65,64,63,68,CDM CM,66,68,70,70,71,66,65,64,63,68,64
4604,João Talocha,27,https://cdn.sofifa.org/48/18/players/234935.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2M,€6K,1728,69,73,64,65,67,63,68,55,65,31,38,8,14,11,15,9,57,78,58,55,35,68,41,54,68,62,51,68,74,80,73,69,37,48,56,69,68,56,59,234935,56,70,69,59,68,56,62,55,59,70,LB,56,70,69,59,68,56,62,55,59,70,55
4619,André Leão,32,https://cdn.sofifa.org/48/18/players/178108.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.4M,€8K,1771,49,75,51,60,66,69,54,56,58,53,52,8,16,6,9,10,61,73,71,64,59,65,50,47,66,71,64,66,54,71,75,75,65,51,61,69,70,59,65,178108,61,66,69,65,70,59,60,59,58,65,CM CDM,61,66,69,65,70,59,60,59,58,65,59
4640,Rúben Fernandes,31,https://cdn.sofifa.org/48/18/players/18115.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€1.6M,€6K,1738,61,67,62,60,62,71,51,48,47,39,31,16,7,16,14,8,72,73,79,59,51,72,58,40,69,64,65,69,65,67,68,75,52,51,55,70,67,55,59,18115,55,66,70,59,67,55,56,56,54,65,CB,55,66,70,59,67,55,56,56,54,65,56
4646,João Amaral,25,https://cdn.sofifa.org/48/18/players/234949.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,72,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€2.8M,€7K,1748,81,43,81,80,73,63,72,68,74,70,65,14,9,6,6,12,52,24,50,48,66,21,68,60,72,60,72,38,83,75,30,48,71,56,69,41,48,70,62,234949,69,53,41,62,48,70,70,67,71,56,LM CAM RM,69,53,41,62,48,70,70,67,71,56,67
4662,João Teixeira,24,https://cdn.sofifa.org/48/18/players/210377.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,77,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€3.2M,€8K,1706,74+4,42,76,74,74+2,68+3,60,60,73,60,56,14,16,14,15,16,46+8,28,54,61,64+3,33,56,65+1,68,72+2,58,31,68+1,62-1,34,66,72+1,44,70,44,52,68,65,210377,70,50,44,65,52,68,69,64,69,54,CM LM CAM,70,50,44,65,52,68,69,64,69,54,64
4699,Paulinho,24,https://cdn.sofifa.org/48/18/players/216531.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,75,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€3.1M,€9K,1611,51,60,59,55,67+2,65+5,38,59,63,74,30,11,14,8,15,11,74+2,21,67,36,66,21,58,74+2,68+1,56-1,76,29,64,66,26,72,52+5,70,62,44,44,66,55,216531,62,44,44,55,44,66,59,70,62,45,ST,62,44,44,55,44,66,59,70,62,45,70
4748,Vítor Bruno,27,https://cdn.sofifa.org/48/18/players/223966.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2M,€6K,1945,83,72,80,82,66,64,72,67,64,61,62,7,7,9,13,14,52,69,77,66,63,67,66,58,70,63,63,72,77,79,69,55,60,60,65,66,67,65,65,223966,65,70,66,65,67,65,67,63,67,71,LM LB,65,70,66,65,67,65,67,63,67,71,63
4769,Joel Pereira,21,https://cdn.sofifa.org/48/18/players/212710.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,84,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€3.7M,€34K,1048,43,22,34,44,20,54,10,9,11,12,11,69,74,63,68,72,11,20,54,20,11,13,12,14,68,36,12,9,43,34,11,56,55,7,NA,NA,NA,NA,NA,212710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4778,Mano,30,https://cdn.sofifa.org/48/18/players/184807.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€1.7M,€7K,1844,75,70,88,87,67,70,67,42,69,41,46,14,11,7,13,12,52,71,84,55,45,65,43,61,72,66,66,70,81,83,69,49,55,48,63,66,67,63,64,184807,63,70,66,64,67,63,66,60,65,71,LB RB,63,70,66,64,67,63,66,60,65,71,60
4875,Filipe Chaby,23,https://cdn.sofifa.org/48/18/players/212229.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,77,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€2.5M,€5K,1757,79,49,82,79,73,71,66,73,74,53,65,12,11,9,8,15,62,39,54,54,60,28,48,66,74,65,72,37,76,67,41,39,71,56,69,46,53,69,64,212229,69,55,46,64,53,69,69,65,69,58,CAM RM,69,55,46,64,53,69,69,65,69,58,65
4884,Pedro Sá,23,https://cdn.sofifa.org/48/18/players/238856.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,77,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€2.1M,€5K,1749,57,51,69,75,72,72,43,67,62,38,40,6,8,6,11,8,41,63,71,75,52,65,51,43,71,72,77,70,64,74,75,70,53,49,61,65,69,59,66,238856,61,65,65,66,69,59,61,57,58,66,CM CDM,61,65,65,66,69,59,61,57,58,66,57
4952,Jorginho,21,https://cdn.sofifa.org/48/18/players/220184.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,81,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€3.1M,€20K,1686,79,53,83,69,73,67,62,52,71,66,31,11,15,7,10,16,33,30,68,58,56,14,59,69,76,65,74,20,78,81,24,53,63,67,69,38,49,69,63,220184,69,49,38,63,49,69,70,66,70,53,LW RW,69,49,38,63,49,69,70,66,70,53,66
4962,João Vigário,21,https://cdn.sofifa.org/48/18/players/229147.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,77,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€2.1M,€6K,1877,72,70,74,64,73,67,65,65,74,58,42,12,13,14,11,5,58,67,67,47,72,66,48,61,71,68,70,68,75,75,67,66,65,54,68,67,66,68,66,229147,68,69,67,66,66,68,68,66,69,69,LM LB,68,69,67,66,66,68,68,66,69,69,66
5072,Esmael,26,https://cdn.sofifa.org/48/18/players/202557.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,73,Heart of Midlothian,https://cdn.sofifa.org/24/18/teams/80.png,€2.2M,€8K,1682,68,55,71,62,71,70,59,61,70,71,50,10,13,14,6,9,69,24,65,54,60,15,53,64,67,64,69,16,77,73,19,86,57,60,66,42,47,67,60,202557,66,46,42,60,47,67,66,69,67,49,ST,66,46,42,60,47,67,66,69,67,49,69
5084,Carraça,24,https://cdn.sofifa.org/48/18/players/223297.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,75,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2M,€5K,1943,74,75,73,71,69,63,60,68,67,46,69,10,15,12,14,15,52,67,78,69,69,64,58,60,73,73,77,63,67,77,68,69,64,57,67,67,69,66,69,223297,67,67,67,69,69,66,67,63,65,68,CDM,67,67,67,69,69,66,67,63,65,68,63
5105,Vítor Silva,33,https://cdn.sofifa.org/48/18/players/13127.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,CF Reus Deportiu,https://cdn.sofifa.org/24/18/teams/110854.png,€1M,€6K,1756,61,49,71,90,73,58,67,75,72,70,70,7,8,6,11,9,46,67,50,72,74,32,68,68,66,74,56,45,41,30,62,34,75,57,71,52,60,68,69,13127,71,55,52,69,60,68,66,63,68,58,CAM CM,71,55,52,69,60,68,66,63,68,58,63
5156,Yazalde,28,https://cdn.sofifa.org/48/18/players/190807.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€1.8M,€8K,1763,67,65,68,66,68,79,64,69,70,66,54,10,8,15,11,6,65,35,70,59,63,22,63,67,70,65,78,25,65,68,26,83,67,65,67,47,51,68,62,190807,67,49,47,62,51,68,67,69,67,52,LW ST,67,49,47,62,51,68,67,69,67,52,69
5168,Rui Pedro,19,https://cdn.sofifa.org/48/18/players/236893.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,85,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€3.8M,€6K,1667,67,61,72,62,71,65,34,69,69,68,40,9,13,6,8,10,63,31,71,56,56,17,66,73,74,67,75,18,70,68,20,63,59,61,67,42,48,69,62,236893,67,45,42,62,48,69,65,69,65,47,ST,67,45,42,62,48,69,65,69,65,47,69
5198,António Filipe,32,https://cdn.sofifa.org/48/18/players/194916.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€1M,€5K,1045,36,29,42,31,13,35,13,14,11,11,14,70,70,62,68,72,15,18,68,16,14,11,12,11,60,15,20,11,31,33,13,59,68,14,NA,NA,NA,NA,NA,194916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200,Luís Martins,25,https://cdn.sofifa.org/48/18/players/205669.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,74,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€1.9M,€7K,1893,71,64,71,74,70,61,74,72,66,51,74,8,13,12,9,8,49,65,59,72,67,67,46,58,68,73,80,72,70,65,73,59,54,59,65,66,68,65,67,205669,65,69,66,67,68,65,67,63,66,70,LB,65,69,66,67,68,65,67,63,66,70,63
5266,Vasco Rocha,28,https://cdn.sofifa.org/48/18/players/223862.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.8M,€9K,1883,70,59,72,69,73,67,64,66,71,52,65,10,9,9,13,7,53,59,62,71,65,56,69,64,65,74,72,59,65,72,65,68,70,65,69,62,66,67,69,223862,69,64,62,69,66,67,68,64,67,66,LM CDM CM,69,64,62,69,66,67,68,64,67,66,64
5324,Hugo Seco,29,https://cdn.sofifa.org/48/18/players/223876.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€1.7M,€8K,1673,82,64,70,69,70,65,66,64,73,63,48,13,7,11,11,11,45,19,42,61,56,31,46,66,64,64,66,31,78,69,30,65,64,54,67,43,50,67,61,223876,67,50,43,61,50,67,69,65,69,53,RM LM,67,50,43,61,50,67,69,65,69,53,65
5340,K. Rodrigues,23,https://cdn.sofifa.org/48/18/players/209289.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,78,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€2.2M,€15K,1724,73,38,72,79,74,59,73,56,50,42,51,11,14,11,15,16,64,61,59,63,46,70,50,45,59,73,50,73,74,58,72,54,46,32,59,65,65,57,61,209289,59,69,65,61,65,57,62,55,60,68,LM LB,59,69,65,61,65,57,62,55,60,68,55
5399,Diogo Viana,27,https://cdn.sofifa.org/48/18/players/188313.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€1.9M,€6K,1732,84,69,78,82,72,67,70,69,74,57,70,15,15,11,9,15,44,35,44,59,64,19,53,63,62,60,73,23,82,71,20,53,64,53,67,39,48,67,61,188313,67,49,39,61,48,67,69,64,69,53,LM RB RM,67,49,39,61,48,67,69,64,69,53,64
5415,Tiago Mesquita,26,https://cdn.sofifa.org/48/18/players/229533.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,72,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€1.8M,€6K,1696,75,80,61,65,71,67,63,35,65,35,41,13,6,9,12,6,60,68,77,29,32,70,41,48,78,58,71,70,63,78,72,76,40,28,56,70,65,58,56,229533,56,69,70,56,65,58,60,58,59,69,RB,56,69,70,56,65,58,60,58,59,69,58
5502,Ricardo Pessoa,35,https://cdn.sofifa.org/48/18/players/8631.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€375K,€5K,1881,72,68,71,77,64,61,64,51,61,41,71,15,14,14,10,11,58,67,73,55,70,65,79,42,68,63,61,73,75,71,75,69,57,56,60,68,66,59,61,8631,60,69,68,61,66,59,61,57,61,68,RB,60,69,68,61,66,59,61,57,61,68,57
5510,André Moreira,21,https://cdn.sofifa.org/48/18/players/224953.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,78,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€2M,€16K,1137,47,27,35,45,17,31,14,17,12,15,15,65,76,68,65,73,12,19,51,25,17,12,24,13,64,24,22,21,49,42,17,73,49,12,NA,NA,NA,NA,NA,224953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5519,Joãozinho,27,https://cdn.sofifa.org/48/18/players/204731.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€1.5M,€5K,1841,72,71,67,66,68,66,74,57,68,43,71,14,8,12,14,7,56,66,53,69,71,66,39,62,64,64,74,71,66,76,71,60,64,37,64,66,67,64,66,204731,64,69,66,66,67,64,66,61,65,69,LB,64,69,66,66,67,64,66,61,65,69,61
5560,André Micael,28,https://cdn.sofifa.org/48/18/players/205512.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,€1.4M,€5K,1456,55,73,46,49,54,64,34,30,35,22,29,9,8,12,15,7,65,71,73,39,28,68,45,25,68,53,42,69,52,61,74,82,31,32,42,69,62,42,48,205512,42,62,69,48,62,42,44,44,42,59,CB,42,62,69,48,62,42,44,44,42,59,44
5596,Rui Silva,23,https://cdn.sofifa.org/48/18/players/210385.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,76,Granada CF,https://cdn.sofifa.org/24/18/teams/110832.png,€1.8M,€5K,1092,31,19,35,24,24,33,13,19,18,20,20,72,66,62,67,72,14,27,48,26,14,15,30,20,71,25,19,19,30,27,10,65,50,20,NA,NA,NA,NA,NA,210385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5604,Hugo Vieira,28,https://cdn.sofifa.org/48/18/players/169938.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Yokohama F. Marinos,https://cdn.sofifa.org/24/18/teams/101151.png,€1.8M,€9K,1778,84,56,82,76,68,68,67,68,72,66,48,14,14,9,9,11,60,23,76,54,60,25,60,71,75,59,71,19,86,73,28,57,68,69,68,42,48,70,61,169938,68,50,42,61,48,70,70,69,71,53,CF RW ST,68,50,42,61,48,70,70,69,71,53,69
5697,Raphael Guzzo,22,https://cdn.sofifa.org/48/18/players/228589.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,81,CF Reus Deportiu,https://cdn.sofifa.org/24/18/teams/110854.png,€3M,€6K,1852,66,59,64,75,75,72,54,59,74,53,74,13,15,12,9,13,49,57,56,68,69,47,70,65,71,73,81,50,65,64,53,63,68,68,69,57,63,69,69,228589,69,59,57,69,63,69,68,65,67,61,RM CAM LM CM,69,59,57,69,63,69,68,65,67,61,65
5712,Filipe Melo,27,https://cdn.sofifa.org/48/18/players/223473.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,71,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€1.7M,€6K,1721,60,73,50,48,65,66,62,50,63,33,40,7,16,13,7,11,73,72,64,65,42,67,49,53,70,68,58,66,50,75,70,84,60,37,59,70,69,58,64,223473,59,67,70,64,69,58,61,57,58,67,CM CDM,59,67,70,64,69,58,61,57,58,67,57
5716,Arsénio,27,https://cdn.sofifa.org/48/18/players/213746.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,€1.9M,€6K,1753,74,51,67,68,69,67,75,72,70,66,53,9,8,7,12,12,56,31,51,68,63,37,60,68,68,71,68,32,74,64,42,61,68,58,69,48,54,69,65,213746,69,54,48,65,54,69,70,67,70,57,RW LW,69,54,48,65,54,69,70,67,70,57,67
6041,Mário Felgueiras,30,https://cdn.sofifa.org/48/18/players/177996.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€675K,€5K,1192,42,38,47,64,15,45,15,11,13,14,18,64,70,66,70,67,13,22,72,40,12,17,16,14,72,45,23,17,37,38,13,67,46,14,NA,NA,NA,NA,NA,177996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6049,Pedro Trigueira,29,https://cdn.sofifa.org/48/18/players/193870.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€700K,€5K,1131,45,41,54,51,10,37,15,16,22,15,13,71,65,69,68,71,17,18,67,23,20,13,14,14,65,20,14,14,45,36,13,67,31,14,NA,NA,NA,NA,NA,193870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6082,Hélder Ferreira,20,https://cdn.sofifa.org/48/18/players/239446.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,78,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€1.6M,€5K,1685,76,45,65,68,70,65,72,68,70,66,41,6,15,8,15,10,45,20,64,65,72,24,62,68,60,67,74,35,75,60,26,56,65,52,68,40,48,68,62,239446,68,49,40,62,48,68,68,65,69,52,RM,68,49,40,62,48,68,68,65,69,52,65
6141,Pedro Coronas,26,https://cdn.sofifa.org/48/18/players/218988.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,70,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€1M,€6K,1860,74,63,71,74,71,59,67,67,66,59,54,9,8,10,9,14,56,68,70,54,62,62,58,62,69,65,68,65,75,73,67,63,54,53,64,65,65,65,64,218988,64,68,65,64,65,65,66,64,66,68,RB,64,68,65,64,65,65,66,64,66,68,64
6184,Miguel Vieira,26,https://cdn.sofifa.org/48/18/players/229494.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.1M,€6K,1409,57,78,45,50,51,60,32,30,30,24,26,6,8,13,10,12,52,72,70,33,24,69,47,24,59,52,47,69,56,51,72,79,28,33,40,68,59,40,44,229494,40,59,68,44,59,40,41,42,40,57,CB,40,59,68,44,59,40,41,42,40,57,42
6189,Cris,33,https://cdn.sofifa.org/48/18/players/183160.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€625K,€7K,1873,54,75,72,68,68,69,61,60,63,46,55,15,16,7,14,12,69,68,79,68,60,62,68,64,72,72,64,63,67,71,67,58,71,44,66,67,68,64,68,183160,66,66,67,68,68,64,65,62,64,66,CDM CM,66,66,67,68,68,64,65,62,64,66,62
6195,Lucas João,23,https://cdn.sofifa.org/48/18/players/210556.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,74,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,€1.4M,€29K,1627,68,54,70,48,66,62,45,52,66,68,34,11,10,13,13,10,75,22,72,49,61,21,55,63,63,55,75,20,77,67,23,75,62,64,63,43,45,65,57,210556,63,44,43,57,45,65,62,68,63,46,ST,63,44,43,57,45,65,62,68,63,46,68
6224,Gonçalo Paciência,22,https://cdn.sofifa.org/48/18/players/216452.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,77,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€1.6M,€8K,1663,64,71,71,61,73,68,29,64,75,66,41,9,8,14,12,7,62,30,66,39,64,15,69,65,69,51,75,23,63,65,30,79,63,70,64,45,47,67,58,216452,64,43,45,58,47,67,61,68,63,45,ST,64,43,45,58,47,67,61,68,63,45,68
6239,Nélson Monte,21,https://cdn.sofifa.org/48/18/players/222598.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,75,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€1.2M,€4K,1545,58,62,60,55,53,60,52,38,48,28,32,13,15,9,11,11,64,69,81,41,31,72,46,41,61,56,35,69,55,65,72,78,36,28,47,68,61,46,50,222598,47,63,68,50,61,46,50,47,48,62,CB,47,63,68,50,61,46,50,47,48,62,47
6249,Rui Correia,26,https://cdn.sofifa.org/48/18/players/223625.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.1M,€6K,1474,54,71,56,53,51,54,32,33,41,28,35,10,8,9,15,14,72,68,45,44,24,69,44,27,67,53,45,70,65,63,72,76,29,31,43,68,61,44,48,223625,43,62,68,48,61,44,45,47,43,59,CB,43,62,68,48,61,44,45,47,43,59,47
6314,Ruben Lima,27,https://cdn.sofifa.org/48/18/players/192156.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,€875K,€4K,1878,77,72,72,73,67,65,67,66,65,49,70,16,12,6,8,10,58,65,66,63,54,68,37,63,67,67,62,67,72,72,68,69,71,59,66,67,67,64,66,192156,66,68,67,66,67,64,67,62,65,68,LB,66,68,67,66,67,64,67,62,65,68,62
6328,Xande Silva,20,https://cdn.sofifa.org/48/18/players/228768.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,78,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€1.6M,€5K,1633,84,42,81,68,72,67,54,64,74,68,33,8,16,15,15,11,54,20,54,45,53,18,45,70,65,64,67,19,81,68,22,61,65,57,68,38,44,69,60,228768,68,46,38,60,44,69,68,67,69,49,LM RM,68,46,38,60,44,69,68,67,69,49,67
